correlation,cpu_duration,gpu_duration,launch_delay
459787,1.0,1.0,3.0
459793,1.0,1.0,3.0
459799,1.0,1.0,3.0
459809,13.0,1.0,0.0
459815,2.0,1.0,3.0
459821,2.0,1.0,3.0
459827,2.0,1.0,3.0
459833,1.0,1.0,3.0
459839,1.0,0.0,4.0
459845,1.0,1.0,3.0
459851,1.0,1.0,3.0
459857,2.0,1.0,3.0
459863,2.0,1.0,3.0
459869,1.0,0.0,4.0
459875,1.0,1.0,3.0
459881,2.0,1.0,3.0
459887,1.0,1.0,3.0
459893,1.0,1.0,3.0
459899,1.0,0.0,4.0
459905,1.0,1.0,3.0
459911,1.0,0.0,4.0
459917,1.0,1.0,3.0
459923,2.0,1.0,3.0
459929,1.0,1.0,3.0
459935,1.0,0.0,4.0
459941,1.0,1.0,3.0
459947,2.0,0.0,3.0
459953,1.0,1.0,3.0
459959,1.0,1.0,3.0
459965,1.0,1.0,3.0
459971,2.0,0.0,3.0
459977,1.0,0.0,4.0
459983,1.0,1.0,3.0
459989,2.0,1.0,3.0
459995,1.0,0.0,4.0
460001,1.0,1.0,3.0
460007,1.0,1.0,3.0
460013,1.0,0.0,4.0
460019,1.0,1.0,3.0
460025,1.0,1.0,3.0
460031,1.0,1.0,3.0
460037,10.0,0.0,3.0
460043,1.0,1.0,3.0
460049,2.0,1.0,3.0
460055,1.0,1.0,3.0
460061,1.0,1.0,3.0
460067,1.0,0.0,4.0
460073,1.0,0.0,4.0
460079,1.0,1.0,3.0
460085,2.0,0.0,3.0
460091,1.0,1.0,3.0
460097,1.0,0.0,4.0
460103,1.0,1.0,3.0
460109,2.0,0.0,3.0
460115,1.0,1.0,3.0
460121,1.0,0.0,4.0
460127,1.0,1.0,3.0
460133,1.0,1.0,3.0
460139,1.0,1.0,3.0
460145,1.0,1.0,3.0
460151,1.0,0.0,4.0
460157,1.0,1.0,3.0
460163,2.0,1.0,3.0
460169,1.0,1.0,3.0
460175,1.0,1.0,3.0
460181,1.0,1.0,3.0
460187,2.0,1.0,3.0
460193,1.0,1.0,3.0
460199,1.0,0.0,4.0
460205,1.0,1.0,3.0
460211,2.0,1.0,3.0
460217,1.0,1.0,3.0
460223,1.0,0.0,4.0
460229,1.0,1.0,3.0
460235,1.0,1.0,3.0
460241,1.0,1.0,3.0
460247,1.0,1.0,3.0
460253,1.0,1.0,3.0
460259,1.0,0.0,4.0
460265,1.0,1.0,3.0
460271,1.0,1.0,3.0
460277,1.0,1.0,3.0
460283,1.0,0.0,4.0
460289,1.0,1.0,3.0
460295,1.0,0.0,4.0
460301,1.0,1.0,3.0
460307,1.0,0.0,4.0
460313,1.0,1.0,3.0
460319,1.0,0.0,4.0
460325,1.0,1.0,3.0
460331,2.0,0.0,3.0
460337,1.0,1.0,3.0
460343,1.0,0.0,4.0
460349,2.0,1.0,3.0
460355,2.0,1.0,3.0
460361,8.0,0.0,3.0
460367,2.0,1.0,3.0
460373,2.0,1.0,2.0
460379,2.0,1.0,3.0
460385,2.0,1.0,3.0
460391,3.0,1.0,3.0
460397,1.0,1.0,3.0
460403,1.0,1.0,3.0
460409,1.0,1.0,3.0
460415,1.0,1.0,3.0
460421,2.0,0.0,3.0
460427,2.0,1.0,3.0
460433,2.0,1.0,3.0
460439,2.0,1.0,3.0
460445,1.0,1.0,3.0
460451,1.0,1.0,3.0
460457,1.0,0.0,4.0
460463,1.0,1.0,3.0
460469,2.0,1.0,3.0
460475,1.0,1.0,3.0
460481,1.0,0.0,4.0
460487,1.0,1.0,3.0
460493,2.0,1.0,3.0
460499,1.0,1.0,3.0
460505,1.0,1.0,3.0
460511,1.0,1.0,3.0
460517,1.0,1.0,3.0
460523,1.0,0.0,4.0
460529,1.0,1.0,3.0
460535,1.0,1.0,3.0
460541,2.0,1.0,3.0
460547,1.0,0.0,4.0
460553,1.0,1.0,3.0
460559,1.0,0.0,4.0
460565,1.0,1.0,3.0
460571,1.0,1.0,3.0
460577,1.0,1.0,3.0
460583,1.0,1.0,3.0
460589,1.0,1.0,3.0
460595,1.0,1.0,3.0
460601,2.0,1.0,3.0
460607,1.0,1.0,3.0
460613,2.0,1.0,3.0
460619,1.0,1.0,3.0
460625,2.0,1.0,3.0
460631,1.0,1.0,3.0
460637,1.0,1.0,3.0
460643,1.0,1.0,3.0
460649,2.0,1.0,3.0
460655,1.0,0.0,4.0
460661,1.0,1.0,3.0
460667,1.0,0.0,4.0
460673,1.0,1.0,3.0
460679,1.0,1.0,3.0
460685,2.0,1.0,3.0
460691,1.0,1.0,3.0
460697,1.0,1.0,3.0
460703,2.0,1.0,3.0
460709,1.0,0.0,4.0
460715,1.0,1.0,3.0
460721,1.0,1.0,3.0
460727,1.0,1.0,3.0
460733,2.0,0.0,3.0
460739,1.0,1.0,3.0
460745,1.0,1.0,3.0
460751,2.0,0.0,3.0
460757,2.0,0.0,3.0
460763,1.0,1.0,3.0
460769,2.0,1.0,3.0
460775,1.0,1.0,3.0
460781,2.0,1.0,3.0
460787,1.0,1.0,3.0
460793,2.0,0.0,3.0
460799,1.0,1.0,3.0
460805,1.0,0.0,4.0
460811,1.0,1.0,3.0
460817,1.0,1.0,3.0
460823,1.0,1.0,3.0
460829,21.0,1.0,0.0
460835,1.0,1.0,3.0
460841,1.0,1.0,3.0
460847,1.0,1.0,3.0
460853,1.0,0.0,4.0
460859,1.0,1.0,3.0
460865,2.0,1.0,3.0
460871,1.0,1.0,3.0
460877,2.0,1.0,3.0
460883,1.0,1.0,3.0
460889,2.0,1.0,3.0
460895,1.0,0.0,4.0
460901,1.0,1.0,3.0
460907,1.0,0.0,4.0
460913,1.0,1.0,3.0
460919,1.0,0.0,4.0
460925,1.0,1.0,3.0
460931,1.0,1.0,3.0
460937,2.0,0.0,3.0
460943,1.0,1.0,3.0
460949,1.0,1.0,3.0
460955,1.0,1.0,3.0
460961,1.0,1.0,3.0
460967,2.0,1.0,3.0
460973,1.0,1.0,3.0
460979,1.0,1.0,3.0
460985,1.0,1.0,3.0
460991,1.0,1.0,3.0
460997,1.0,0.0,4.0
461003,1.0,1.0,3.0
461009,1.0,0.0,4.0
461015,3.0,0.0,3.0
461021,1.0,1.0,3.0
461027,1.0,1.0,3.0
461033,2.0,1.0,3.0
461039,1.0,1.0,3.0
461045,1.0,0.0,4.0
461051,1.0,1.0,3.0
461057,1.0,1.0,3.0
461063,2.0,1.0,3.0
461069,1.0,0.0,4.0
461075,1.0,1.0,3.0
461081,1.0,1.0,3.0
461087,1.0,1.0,3.0
461093,1.0,1.0,3.0
461099,3.0,1.0,3.0
461105,2.0,1.0,3.0
461111,1.0,1.0,3.0
461117,1.0,1.0,3.0
461123,2.0,0.0,3.0
461129,1.0,1.0,3.0
461135,2.0,1.0,3.0
461141,1.0,1.0,3.0
461147,2.0,1.0,3.0
461153,1.0,1.0,3.0
461159,1.0,0.0,4.0
461165,1.0,1.0,3.0
461171,1.0,0.0,4.0
461177,1.0,0.0,4.0
461183,1.0,1.0,3.0
461189,1.0,0.0,4.0
461195,2.0,1.0,3.0
461201,1.0,0.0,4.0
461207,1.0,1.0,3.0
461213,1.0,1.0,3.0
461219,1.0,0.0,4.0
461225,1.0,1.0,3.0
461231,2.0,0.0,3.0
461237,1.0,1.0,3.0
461243,2.0,1.0,3.0
461249,1.0,1.0,3.0
461255,1.0,0.0,4.0
461261,2.0,0.0,3.0
461267,2.0,1.0,3.0
461273,1.0,1.0,3.0
461279,1.0,1.0,3.0
461285,1.0,0.0,4.0
461291,2.0,1.0,3.0
461297,1.0,1.0,3.0
461303,2.0,0.0,3.0
461309,12.0,0.0,3.0
461315,1.0,1.0,3.0
461321,1.0,1.0,3.0
461327,2.0,0.0,3.0
461333,2.0,1.0,3.0
461339,2.0,0.0,3.0
461345,2.0,1.0,3.0
461351,1.0,1.0,3.0
461357,1.0,1.0,3.0
461363,1.0,1.0,3.0
461369,1.0,0.0,4.0
461375,2.0,1.0,3.0
461381,1.0,1.0,3.0
461387,1.0,1.0,3.0
461393,2.0,1.0,3.0
461399,1.0,1.0,3.0
461405,1.0,1.0,3.0
461411,2.0,0.0,3.0
461417,2.0,1.0,3.0
461423,1.0,0.0,4.0
461429,2.0,0.0,3.0
461435,1.0,1.0,3.0
461441,2.0,0.0,3.0
461447,1.0,1.0,3.0
461453,1.0,1.0,3.0
461459,1.0,0.0,4.0
461465,2.0,1.0,3.0
461471,1.0,1.0,3.0
461477,1.0,0.0,4.0
461483,2.0,1.0,3.0
461489,1.0,1.0,3.0
461495,1.0,1.0,3.0
461501,2.0,1.0,3.0
461507,2.0,0.0,3.0
461513,2.0,1.0,3.0
461519,1.0,1.0,3.0
461525,2.0,1.0,3.0
461531,1.0,1.0,3.0
461537,1.0,1.0,3.0
461543,1.0,0.0,4.0
461549,1.0,1.0,3.0
461555,1.0,0.0,4.0
461561,2.0,1.0,3.0
461567,1.0,1.0,3.0
461573,1.0,1.0,3.0
461579,2.0,1.0,3.0
461585,2.0,1.0,3.0
461591,1.0,1.0,3.0
461597,1.0,1.0,3.0
461603,1.0,1.0,3.0
461609,1.0,1.0,3.0
461615,2.0,1.0,3.0
461621,2.0,1.0,3.0
461627,1.0,1.0,3.0
461633,1.0,1.0,3.0
461639,1.0,1.0,3.0
461645,2.0,0.0,3.0
461651,1.0,1.0,3.0
461657,1.0,1.0,3.0
461663,1.0,1.0,3.0
461669,2.0,1.0,3.0
461675,1.0,1.0,3.0
461681,2.0,1.0,3.0
461687,2.0,0.0,3.0
461693,2.0,1.0,3.0
461699,1.0,1.0,3.0
461705,1.0,0.0,4.0
461711,2.0,1.0,3.0
461717,1.0,1.0,3.0
461723,1.0,0.0,4.0
461729,2.0,1.0,3.0
461735,1.0,0.0,4.0
461741,1.0,1.0,3.0
461747,2.0,0.0,3.0
461753,2.0,1.0,3.0
461759,1.0,1.0,3.0
461765,1.0,0.0,4.0
461771,1.0,1.0,3.0
461777,2.0,0.0,3.0
461783,1.0,1.0,3.0
461789,1.0,1.0,3.0
461795,1.0,1.0,3.0
461801,2.0,1.0,3.0
461807,1.0,1.0,3.0
461813,1.0,1.0,3.0
461819,1.0,1.0,3.0
461825,1.0,0.0,4.0
461831,2.0,1.0,3.0
461837,1.0,1.0,3.0
461843,1.0,1.0,3.0
461849,2.0,0.0,3.0
461855,2.0,1.0,3.0
461861,1.0,1.0,3.0
461867,2.0,0.0,3.0
461873,2.0,1.0,3.0
461879,2.0,0.0,3.0
461885,1.0,1.0,3.0
461891,1.0,1.0,3.0
461897,1.0,0.0,4.0
461903,2.0,1.0,3.0
461909,2.0,1.0,3.0
461915,1.0,1.0,3.0
461921,1.0,1.0,3.0
461927,1.0,0.0,4.0
461933,2.0,0.0,3.0
461939,1.0,1.0,3.0
461945,1.0,0.0,4.0
461951,2.0,0.0,3.0
461957,2.0,1.0,3.0
461963,2.0,0.0,3.0
461969,2.0,1.0,3.0
461975,2.0,0.0,3.0
461981,1.0,1.0,3.0
461987,2.0,1.0,3.0
461993,1.0,1.0,3.0
461999,1.0,1.0,3.0
462005,2.0,0.0,3.0
462011,2.0,1.0,3.0
462017,2.0,1.0,3.0
462023,1.0,1.0,3.0
462029,1.0,0.0,4.0
462035,1.0,1.0,3.0
462041,1.0,1.0,3.0
462047,1.0,1.0,3.0
462053,2.0,0.0,3.0
462059,1.0,1.0,3.0
462065,1.0,1.0,3.0
462071,2.0,0.0,3.0
462077,1.0,1.0,3.0
462083,1.0,1.0,3.0
462089,2.0,1.0,3.0
462095,1.0,1.0,3.0
462101,1.0,1.0,3.0
462107,2.0,0.0,3.0
462113,1.0,1.0,3.0
462119,1.0,1.0,3.0
462125,1.0,0.0,4.0
462131,1.0,1.0,3.0
462137,3.0,1.0,3.0
462143,1.0,1.0,3.0
462149,2.0,1.0,3.0
462155,1.0,1.0,3.0
462161,1.0,1.0,3.0
462167,2.0,0.0,3.0
462173,2.0,1.0,3.0
462179,1.0,1.0,3.0
462185,1.0,0.0,4.0
462191,2.0,0.0,3.0
462197,2.0,1.0,3.0
462203,1.0,1.0,3.0
462209,1.0,1.0,3.0
462215,2.0,0.0,3.0
462221,2.0,0.0,3.0
462227,4.0,1.0,0.0
462233,2.0,0.0,3.0
462239,1.0,1.0,3.0
462245,1.0,1.0,3.0
462251,1.0,0.0,4.0
462257,2.0,1.0,3.0
462263,1.0,1.0,3.0
462269,1.0,1.0,3.0
462275,1.0,1.0,3.0
462281,1.0,1.0,3.0
462287,2.0,0.0,3.0
462293,2.0,1.0,3.0
462299,1.0,1.0,3.0
462305,2.0,1.0,3.0
462311,1.0,0.0,4.0
462317,2.0,0.0,3.0
462323,2.0,1.0,3.0
462329,1.0,1.0,3.0
462335,1.0,1.0,3.0
462341,1.0,1.0,3.0
462347,1.0,0.0,4.0
462353,2.0,1.0,3.0
462359,1.0,1.0,3.0
462365,1.0,1.0,3.0
462371,2.0,0.0,3.0
462377,2.0,1.0,3.0
462383,2.0,1.0,3.0
462389,1.0,1.0,3.0
462395,1.0,0.0,4.0
462401,2.0,0.0,3.0
462407,2.0,1.0,3.0
462413,1.0,1.0,3.0
462419,1.0,1.0,3.0
462425,2.0,1.0,3.0
462431,1.0,1.0,3.0
462437,1.0,1.0,3.0
462443,1.0,1.0,3.0
462449,2.0,0.0,3.0
462455,2.0,1.0,3.0
462461,3.0,1.0,3.0
462467,1.0,1.0,3.0
462473,1.0,0.0,4.0
462479,2.0,0.0,3.0
462485,1.0,1.0,3.0
462491,1.0,1.0,3.0
462497,1.0,1.0,3.0
462503,1.0,1.0,3.0
462509,1.0,0.0,4.0
462515,2.0,0.0,3.0
462521,2.0,1.0,3.0
462527,1.0,1.0,3.0
462533,1.0,1.0,3.0
462539,1.0,0.0,4.0
462545,2.0,0.0,3.0
462551,2.0,1.0,3.0
462557,2.0,1.0,3.0
462563,1.0,1.0,3.0
462569,2.0,1.0,3.0
462575,1.0,1.0,3.0
462581,1.0,0.0,4.0
462587,2.0,0.0,3.0
462593,1.0,1.0,3.0
462599,1.0,1.0,3.0
462605,1.0,1.0,3.0
462611,1.0,1.0,3.0
462617,1.0,1.0,3.0
462623,2.0,1.0,3.0
462629,1.0,1.0,3.0
462635,1.0,1.0,3.0
462641,1.0,1.0,3.0
462647,1.0,0.0,4.0
462653,2.0,0.0,3.0
462659,2.0,1.0,3.0
462665,1.0,1.0,3.0
462671,1.0,1.0,3.0
462677,2.0,1.0,3.0
462683,1.0,1.0,3.0
462689,2.0,0.0,3.0
462695,1.0,1.0,3.0
462701,1.0,1.0,3.0
462707,1.0,1.0,3.0
462713,2.0,1.0,3.0
462719,1.0,1.0,3.0
462725,1.0,1.0,3.0
462731,2.0,0.0,3.0
462737,2.0,1.0,3.0
462743,1.0,1.0,3.0
462749,1.0,1.0,3.0
462755,1.0,0.0,4.0
462761,2.0,0.0,3.0
462767,2.0,0.0,3.0
462773,2.0,1.0,3.0
462779,3.0,0.0,3.0
462785,1.0,1.0,3.0
462791,1.0,1.0,3.0
462797,1.0,0.0,4.0
462803,2.0,0.0,3.0
462809,2.0,0.0,3.0
462815,2.0,1.0,3.0
462821,1.0,1.0,3.0
462827,1.0,1.0,3.0
462833,2.0,0.0,3.0
462839,2.0,1.0,3.0
462845,1.0,1.0,3.0
462851,1.0,1.0,3.0
462857,1.0,1.0,3.0
462863,2.0,0.0,3.0
462869,1.0,1.0,3.0
462875,1.0,1.0,3.0
462881,2.0,0.0,3.0
462899,18.0,1.0,1.0
462910,5.0,0.0,3.0
462921,4.0,0.0,3.0
462932,4.0,0.0,3.0
462943,3.0,1.0,3.0
462954,4.0,0.0,3.0
462984,6.0,0.0,3.0
462990,8.0,1.0,2.0
463016,3.0,0.0,3.0
463022,4.0,1.0,3.0
463037,4.0,2.0,3.0
463057,3.0,0.0,3.0
463071,4.0,1.0,3.0
463090,5.0,1.0,3.0
463108,4.0,1.0,3.0
463119,6.0,0.0,3.0
463130,4.0,0.0,3.0
463136,7.0,1.0,3.0
463147,5.0,0.0,3.0
463158,4.0,0.0,3.0
463164,2.0,1.0,3.0
463175,3.0,0.0,4.0
463181,3.0,1.0,3.0
463192,2.0,0.0,4.0
463198,2.0,1.0,3.0
463204,3.0,1.0,3.0
463210,1.0,0.0,4.0
463216,2.0,1.0,3.0
463222,2.0,1.0,3.0
463228,1.0,1.0,3.0
463234,2.0,1.0,3.0
463240,2.0,1.0,3.0
463246,2.0,1.0,3.0
463252,3.0,1.0,3.0
463258,2.0,1.0,3.0
463264,1.0,1.0,3.0
463270,2.0,0.0,3.0
463276,1.0,1.0,3.0
463282,2.0,1.0,3.0
463288,2.0,1.0,3.0
463294,1.0,1.0,3.0
463300,1.0,1.0,3.0
463306,1.0,1.0,3.0
463312,2.0,1.0,3.0
463318,1.0,1.0,3.0
463324,1.0,1.0,3.0
463330,1.0,1.0,3.0
463336,2.0,1.0,3.0
463342,1.0,1.0,3.0
463348,2.0,0.0,3.0
463354,1.0,1.0,3.0
463360,2.0,0.0,3.0
463366,1.0,1.0,3.0
463372,1.0,1.0,3.0
463378,2.0,1.0,3.0
463384,1.0,1.0,3.0
463390,1.0,1.0,3.0
463396,2.0,0.0,3.0
463402,1.0,1.0,3.0
463408,1.0,1.0,3.0
463414,2.0,1.0,3.0
463420,2.0,1.0,3.0
463426,2.0,0.0,3.0
463432,1.0,0.0,4.0
463438,1.0,1.0,3.0
463444,2.0,1.0,3.0
463450,1.0,0.0,4.0
463456,1.0,1.0,3.0
463462,5.0,0.0,3.0
463468,2.0,1.0,3.0
463474,2.0,0.0,3.0
463480,1.0,1.0,3.0
463486,1.0,1.0,3.0
463492,1.0,1.0,3.0
463498,1.0,1.0,3.0
463504,1.0,1.0,3.0
463510,1.0,1.0,3.0
463516,1.0,0.0,4.0
463522,1.0,0.0,4.0
463528,2.0,1.0,3.0
463534,1.0,1.0,3.0
463540,1.0,1.0,3.0
463546,1.0,1.0,3.0
463552,2.0,1.0,3.0
463558,1.0,0.0,4.0
463564,1.0,1.0,3.0
463570,2.0,1.0,3.0
463576,2.0,0.0,3.0
463582,2.0,0.0,3.0
463588,1.0,1.0,3.0
463594,2.0,1.0,2.0
463600,2.0,0.0,3.0
463606,1.0,0.0,4.0
463612,1.0,0.0,4.0
463618,1.0,1.0,3.0
463624,1.0,1.0,3.0
463630,2.0,1.0,3.0
463636,1.0,0.0,4.0
463642,1.0,1.0,3.0
463648,2.0,1.0,3.0
463654,2.0,0.0,3.0
463660,1.0,0.0,4.0
463666,1.0,1.0,3.0
463672,2.0,1.0,3.0
463678,1.0,0.0,4.0
463684,1.0,1.0,3.0
463690,2.0,1.0,3.0
463696,1.0,1.0,3.0
463702,2.0,1.0,3.0
463708,2.0,0.0,3.0
463714,1.0,1.0,3.0
463720,2.0,1.0,3.0
463726,1.0,0.0,4.0
463732,1.0,1.0,3.0
463738,2.0,1.0,3.0
463744,1.0,1.0,3.0
463750,1.0,1.0,3.0
463756,2.0,1.0,3.0
463762,2.0,0.0,3.0
463768,1.0,1.0,3.0
463774,2.0,1.0,3.0
463780,1.0,1.0,3.0
463786,1.0,1.0,3.0
463792,1.0,1.0,3.0
463798,2.0,1.0,3.0
463804,1.0,0.0,4.0
463810,1.0,1.0,3.0
463816,1.0,1.0,3.0
463822,1.0,1.0,3.0
463828,2.0,1.0,3.0
463834,1.0,1.0,3.0
463840,2.0,1.0,3.0
463846,1.0,0.0,4.0
463852,1.0,1.0,3.0
463858,2.0,1.0,3.0
463864,1.0,1.0,3.0
463870,2.0,1.0,3.0
463876,2.0,1.0,3.0
463882,2.0,0.0,3.0
463888,1.0,1.0,3.0
463894,1.0,1.0,3.0
463900,2.0,1.0,3.0
463906,1.0,0.0,4.0
463912,1.0,1.0,3.0
463918,2.0,0.0,3.0
463924,1.0,1.0,3.0
463930,2.0,1.0,3.0
463936,1.0,1.0,3.0
463942,1.0,1.0,3.0
463948,2.0,0.0,3.0
463954,1.0,1.0,3.0
463960,1.0,1.0,3.0
463966,1.0,1.0,3.0
463972,2.0,1.0,3.0
463978,2.0,1.0,3.0
463984,2.0,1.0,3.0
463990,2.0,0.0,3.0
463996,2.0,1.0,3.0
464002,2.0,1.0,3.0
464008,2.0,0.0,3.0
464014,1.0,1.0,3.0
464020,2.0,0.0,3.0
464026,1.0,1.0,3.0
464032,2.0,1.0,3.0
464038,1.0,1.0,3.0
464044,1.0,1.0,3.0
464050,2.0,0.0,3.0
464056,1.0,1.0,3.0
464062,2.0,0.0,3.0
464068,1.0,1.0,3.0
464074,2.0,1.0,3.0
464080,1.0,1.0,3.0
464086,2.0,0.0,3.0
464092,1.0,1.0,3.0
464098,1.0,1.0,3.0
464104,1.0,1.0,3.0
464110,1.0,1.0,3.0
464116,2.0,1.0,3.0
464122,1.0,1.0,3.0
464128,1.0,1.0,3.0
464134,1.0,1.0,3.0
464140,1.0,1.0,3.0
464146,1.0,1.0,3.0
464152,3.0,1.0,3.0
464158,1.0,1.0,3.0
464164,1.0,0.0,4.0
464170,1.0,1.0,3.0
464176,1.0,1.0,3.0
464182,1.0,0.0,3.0
464188,1.0,1.0,3.0
464194,1.0,1.0,3.0
464200,14.0,0.0,0.0
464206,2.0,1.0,3.0
464212,1.0,1.0,3.0
464218,1.0,0.0,4.0
464224,1.0,1.0,3.0
464230,1.0,1.0,3.0
464236,1.0,1.0,3.0
464242,2.0,0.0,3.0
464248,1.0,1.0,3.0
464254,1.0,1.0,3.0
464260,2.0,0.0,3.0
464266,1.0,1.0,3.0
464272,1.0,1.0,3.0
464278,1.0,1.0,3.0
464284,2.0,0.0,3.0
464290,1.0,1.0,3.0
464296,1.0,1.0,3.0
464302,1.0,1.0,3.0
464308,1.0,1.0,3.0
464314,1.0,1.0,3.0
464320,1.0,1.0,3.0
464326,1.0,1.0,3.0
464332,2.0,0.0,3.0
464338,1.0,1.0,3.0
464344,1.0,1.0,3.0
464350,1.0,1.0,3.0
464356,1.0,0.0,4.0
464362,1.0,1.0,3.0
464368,1.0,1.0,3.0
464374,1.0,1.0,3.0
464380,1.0,0.0,4.0
464386,1.0,1.0,3.0
464392,1.0,1.0,3.0
464398,1.0,1.0,3.0
464404,1.0,1.0,3.0
464410,2.0,0.0,3.0
464416,2.0,0.0,3.0
464422,1.0,1.0,3.0
464428,2.0,1.0,3.0
464434,1.0,1.0,3.0
464440,1.0,1.0,3.0
464446,2.0,0.0,3.0
464452,1.0,1.0,3.0
464458,1.0,1.0,3.0
464464,2.0,0.0,3.0
464470,1.0,1.0,3.0
464476,1.0,0.0,4.0
464482,1.0,1.0,3.0
464488,1.0,1.0,3.0
464494,2.0,0.0,3.0
464500,1.0,1.0,3.0
464506,1.0,1.0,3.0
464512,1.0,1.0,3.0
464518,2.0,1.0,3.0
464524,1.0,1.0,3.0
464530,1.0,1.0,3.0
464536,1.0,1.0,3.0
464542,1.0,1.0,3.0
464548,10.0,1.0,3.0
464554,1.0,1.0,3.0
464560,1.0,1.0,3.0
464566,2.0,0.0,3.0
464572,2.0,1.0,3.0
464578,2.0,0.0,3.0
464584,1.0,1.0,3.0
464590,1.0,1.0,3.0
464596,1.0,1.0,3.0
464602,1.0,0.0,4.0
464608,1.0,1.0,3.0
464614,1.0,1.0,3.0
464620,1.0,0.0,4.0
464626,1.0,1.0,3.0
464632,1.0,0.0,4.0
464638,1.0,1.0,3.0
464644,1.0,0.0,4.0
464650,1.0,1.0,3.0
464656,1.0,1.0,3.0
464662,1.0,0.0,4.0
464668,1.0,1.0,3.0
464674,2.0,0.0,3.0
464680,1.0,0.0,4.0
464686,1.0,1.0,3.0
464692,1.0,1.0,3.0
464698,1.0,1.0,3.0
464704,1.0,1.0,3.0
464710,1.0,0.0,4.0
464716,1.0,1.0,3.0
464722,1.0,1.0,3.0
464728,2.0,1.0,3.0
464734,1.0,0.0,4.0
464744,13.0,1.0,0.0
464750,2.0,1.0,3.0
464756,1.0,1.0,3.0
464762,1.0,1.0,3.0
464768,2.0,1.0,3.0
464774,1.0,1.0,3.0
464780,1.0,0.0,4.0
464786,1.0,1.0,3.0
464792,1.0,0.0,4.0
464798,2.0,1.0,3.0
464804,1.0,1.0,3.0
464810,1.0,1.0,3.0
464816,2.0,1.0,3.0
464822,1.0,1.0,3.0
464828,1.0,1.0,3.0
464834,1.0,1.0,3.0
464840,1.0,1.0,3.0
464846,1.0,1.0,3.0
464852,2.0,1.0,3.0
464858,2.0,0.0,3.0
464864,1.0,0.0,4.0
464870,1.0,1.0,3.0
464876,1.0,1.0,3.0
464882,1.0,1.0,3.0
464888,2.0,1.0,3.0
464894,1.0,1.0,3.0
464900,1.0,0.0,4.0
464906,1.0,1.0,3.0
464912,1.0,1.0,3.0
464918,1.0,1.0,3.0
464924,1.0,1.0,3.0
464930,1.0,1.0,3.0
464936,1.0,1.0,3.0
464942,1.0,1.0,3.0
464948,1.0,1.0,3.0
464954,1.0,1.0,3.0
464960,1.0,1.0,3.0
464966,2.0,0.0,3.0
464972,1.0,1.0,3.0
464978,1.0,1.0,3.0
464984,1.0,1.0,3.0
464990,1.0,1.0,3.0
464996,1.0,1.0,3.0
465002,1.0,1.0,3.0
465008,1.0,1.0,3.0
465014,1.0,1.0,3.0
465020,1.0,1.0,3.0
465026,1.0,1.0,3.0
465032,1.0,1.0,3.0
465038,1.0,0.0,4.0
465044,1.0,0.0,4.0
465050,2.0,0.0,3.0
465056,1.0,0.0,4.0
465062,1.0,0.0,4.0
465068,1.0,0.0,4.0
465074,1.0,1.0,3.0
465080,1.0,1.0,3.0
465086,1.0,1.0,3.0
465092,1.0,1.0,3.0
465098,1.0,1.0,3.0
465104,1.0,1.0,3.0
465110,1.0,1.0,3.0
465116,1.0,1.0,3.0
465122,2.0,1.0,3.0
465128,2.0,0.0,3.0
465134,2.0,0.0,3.0
465140,1.0,1.0,3.0
465146,2.0,1.0,3.0
465152,1.0,1.0,3.0
465158,1.0,1.0,3.0
465164,1.0,1.0,3.0
465170,1.0,1.0,3.0
465176,2.0,1.0,3.0
465182,2.0,1.0,3.0
465188,2.0,0.0,3.0
465194,1.0,0.0,4.0
465200,1.0,1.0,3.0
465206,1.0,0.0,4.0
465212,2.0,1.0,3.0
465218,2.0,1.0,3.0
465224,2.0,1.0,3.0
465230,2.0,1.0,3.0
465236,2.0,0.0,3.0
465242,1.0,1.0,3.0
465248,1.0,1.0,3.0
465254,2.0,1.0,3.0
465260,1.0,1.0,3.0
465266,2.0,1.0,3.0
465272,2.0,1.0,3.0
465278,2.0,1.0,3.0
465284,2.0,0.0,3.0
465290,2.0,0.0,3.0
465296,1.0,0.0,4.0
465302,1.0,1.0,3.0
465308,2.0,1.0,3.0
465314,2.0,1.0,3.0
465320,2.0,0.0,3.0
465326,1.0,1.0,3.0
465332,1.0,0.0,4.0
465338,1.0,1.0,3.0
465344,1.0,0.0,4.0
465350,1.0,0.0,4.0
465356,1.0,1.0,3.0
465362,1.0,1.0,3.0
465368,1.0,1.0,3.0
465374,1.0,1.0,3.0
465380,1.0,1.0,3.0
465386,1.0,1.0,3.0
465392,2.0,1.0,3.0
465398,2.0,1.0,3.0
465404,1.0,1.0,3.0
465410,1.0,1.0,3.0
465416,1.0,0.0,4.0
465422,1.0,1.0,3.0
465428,1.0,0.0,4.0
465434,1.0,0.0,4.0
465440,1.0,0.0,4.0
465446,1.0,0.0,4.0
465452,1.0,1.0,3.0
465458,1.0,1.0,3.0
465464,1.0,0.0,4.0
465470,1.0,0.0,4.0
465476,1.0,1.0,3.0
465482,1.0,1.0,3.0
465488,1.0,1.0,3.0
465494,1.0,1.0,3.0
465500,1.0,1.0,3.0
465506,1.0,1.0,3.0
465512,1.0,1.0,3.0
465518,1.0,1.0,3.0
465524,1.0,1.0,3.0
465530,1.0,1.0,3.0
465536,1.0,1.0,3.0
465542,1.0,1.0,3.0
