correlation,cpu_duration,gpu_duration,launch_delay
863595,2.0,0.0,3.0
863601,1.0,1.0,3.0
863607,2.0,1.0,3.0
863613,1.0,0.0,4.0
863619,2.0,1.0,3.0
863625,2.0,0.0,3.0
863631,1.0,1.0,3.0
863637,1.0,1.0,3.0
863643,2.0,1.0,3.0
863649,1.0,1.0,3.0
863655,2.0,0.0,3.0
863661,1.0,1.0,3.0
863667,1.0,1.0,3.0
863673,1.0,1.0,3.0
863679,1.0,1.0,3.0
863685,2.0,0.0,3.0
863691,1.0,1.0,3.0
863697,1.0,1.0,3.0
863703,1.0,1.0,3.0
863709,1.0,1.0,3.0
863715,1.0,1.0,3.0
863721,2.0,1.0,3.0
863727,1.0,1.0,3.0
863733,1.0,1.0,3.0
863739,1.0,1.0,3.0
863745,1.0,1.0,3.0
863751,1.0,1.0,3.0
863757,1.0,1.0,3.0
863763,1.0,1.0,3.0
863769,2.0,0.0,3.0
863775,1.0,1.0,3.0
863781,1.0,1.0,3.0
863787,1.0,1.0,3.0
863793,1.0,1.0,3.0
863799,1.0,1.0,3.0
863805,2.0,1.0,3.0
863811,1.0,0.0,4.0
863817,2.0,1.0,3.0
863823,1.0,1.0,3.0
863829,2.0,0.0,3.0
863835,1.0,1.0,3.0
863841,1.0,1.0,3.0
863847,2.0,0.0,3.0
863853,1.0,1.0,3.0
863859,2.0,0.0,3.0
863865,1.0,1.0,3.0
863871,1.0,1.0,3.0
863877,1.0,1.0,3.0
863883,1.0,0.0,4.0
863889,1.0,1.0,3.0
863895,1.0,1.0,3.0
863901,2.0,0.0,3.0
863907,1.0,1.0,3.0
863913,1.0,1.0,3.0
863919,1.0,1.0,3.0
863925,1.0,1.0,3.0
863931,2.0,0.0,3.0
863937,1.0,1.0,3.0
863943,2.0,0.0,3.0
863949,1.0,1.0,3.0
863955,1.0,1.0,3.0
863961,1.0,1.0,3.0
863967,2.0,0.0,3.0
863973,1.0,1.0,3.0
863979,1.0,1.0,3.0
863985,1.0,1.0,3.0
863991,1.0,1.0,3.0
863997,1.0,1.0,3.0
864003,1.0,0.0,4.0
864009,1.0,1.0,3.0
864015,2.0,1.0,3.0
864021,2.0,0.0,3.0
864027,1.0,1.0,3.0
864033,1.0,0.0,4.0
864039,1.0,1.0,3.0
864045,2.0,0.0,3.0
864051,1.0,1.0,3.0
864057,1.0,0.0,4.0
864063,1.0,1.0,3.0
864069,1.0,1.0,3.0
864075,1.0,1.0,3.0
864081,1.0,1.0,3.0
864087,2.0,0.0,3.0
864093,1.0,1.0,3.0
864099,1.0,1.0,3.0
864105,1.0,1.0,3.0
864111,1.0,1.0,3.0
864117,1.0,1.0,3.0
864123,2.0,1.0,3.0
864129,1.0,1.0,3.0
864135,2.0,1.0,3.0
864141,2.0,0.0,3.0
864147,1.0,1.0,3.0
864153,2.0,0.0,3.0
864159,1.0,1.0,3.0
864165,1.0,1.0,3.0
864171,1.0,1.0,3.0
864177,1.0,1.0,3.0
864183,2.0,0.0,3.0
864189,1.0,1.0,3.0
864195,1.0,1.0,3.0
864201,1.0,0.0,3.0
864207,1.0,1.0,3.0
864213,1.0,1.0,3.0
864219,2.0,0.0,3.0
864225,1.0,1.0,3.0
864231,2.0,0.0,3.0
864237,1.0,0.0,4.0
864243,1.0,1.0,3.0
864249,1.0,0.0,4.0
864255,1.0,1.0,3.0
864261,1.0,1.0,3.0
864267,1.0,1.0,3.0
864273,2.0,1.0,3.0
864279,1.0,1.0,3.0
864285,1.0,1.0,3.0
864291,1.0,1.0,3.0
864297,1.0,1.0,3.0
864303,2.0,0.0,3.0
864309,1.0,1.0,3.0
864315,2.0,1.0,2.0
864321,1.0,1.0,3.0
864327,1.0,1.0,3.0
864333,2.0,0.0,3.0
864339,2.0,1.0,3.0
864345,1.0,1.0,3.0
864351,2.0,1.0,3.0
864357,1.0,1.0,3.0
864363,2.0,0.0,3.0
864369,1.0,1.0,3.0
864375,6.0,0.0,0.0
864381,1.0,1.0,3.0
864387,1.0,1.0,3.0
864393,1.0,1.0,3.0
864399,2.0,1.0,3.0
864405,2.0,1.0,2.0
864411,1.0,1.0,3.0
864417,1.0,1.0,3.0
864423,1.0,0.0,4.0
864429,1.0,1.0,3.0
864435,1.0,1.0,3.0
864441,1.0,1.0,3.0
864447,2.0,1.0,3.0
864453,1.0,0.0,4.0
864459,1.0,1.0,3.0
864465,1.0,0.0,4.0
864471,1.0,1.0,3.0
864477,1.0,0.0,4.0
864483,1.0,1.0,3.0
864489,2.0,0.0,3.0
864495,1.0,1.0,3.0
864501,2.0,0.0,3.0
864507,1.0,1.0,3.0
864513,1.0,1.0,3.0
864519,2.0,0.0,3.0
864525,1.0,1.0,3.0
864531,1.0,1.0,4.0
864537,1.0,1.0,3.0
864543,1.0,1.0,3.0
864549,1.0,1.0,3.0
864555,1.0,1.0,3.0
864561,2.0,1.0,3.0
864567,1.0,1.0,3.0
864573,1.0,1.0,3.0
864579,1.0,0.0,4.0
864585,1.0,1.0,3.0
864591,1.0,1.0,3.0
864597,2.0,0.0,3.0
864603,1.0,1.0,3.0
864609,1.0,1.0,3.0
864615,2.0,0.0,3.0
864621,1.0,1.0,3.0
864627,1.0,1.0,3.0
864633,2.0,0.0,3.0
864639,1.0,1.0,3.0
864645,1.0,1.0,3.0
864651,1.0,1.0,3.0
864657,1.0,1.0,3.0
864663,1.0,0.0,4.0
864669,1.0,1.0,3.0
864675,1.0,1.0,3.0
864681,1.0,1.0,3.0
864687,1.0,1.0,3.0
864693,1.0,1.0,3.0
864699,1.0,1.0,3.0
864705,1.0,1.0,3.0
864711,1.0,1.0,3.0
864717,1.0,1.0,3.0
864723,1.0,1.0,3.0
864729,2.0,0.0,3.0
864735,1.0,1.0,3.0
864741,1.0,1.0,3.0
864747,1.0,1.0,3.0
864753,1.0,1.0,3.0
864759,2.0,0.0,3.0
864765,1.0,1.0,3.0
864771,1.0,1.0,3.0
864777,2.0,1.0,3.0
864783,2.0,1.0,3.0
864789,1.0,1.0,3.0
864795,1.0,1.0,3.0
864801,2.0,1.0,3.0
864807,1.0,1.0,3.0
864813,2.0,0.0,3.0
864819,1.0,1.0,3.0
864825,1.0,1.0,3.0
864831,2.0,0.0,3.0
864837,1.0,1.0,3.0
864843,1.0,1.0,3.0
864849,2.0,0.0,3.0
864855,1.0,1.0,3.0
864861,1.0,1.0,3.0
864867,1.0,1.0,3.0
864873,2.0,0.0,3.0
864879,1.0,1.0,3.0
864885,2.0,0.0,3.0
864891,1.0,1.0,3.0
864897,1.0,1.0,3.0
864903,1.0,1.0,3.0
864909,2.0,0.0,3.0
864915,1.0,1.0,3.0
864921,1.0,1.0,3.0
864927,2.0,1.0,3.0
864933,1.0,1.0,3.0
864939,2.0,0.0,3.0
864945,1.0,1.0,3.0
864951,1.0,1.0,3.0
864957,1.0,1.0,3.0
864963,2.0,0.0,3.0
864969,1.0,1.0,3.0
864975,1.0,1.0,4.0
864981,2.0,1.0,3.0
864987,2.0,1.0,4.0
864993,1.0,1.0,3.0
864999,1.0,1.0,3.0
865005,1.0,1.0,3.0
865011,1.0,0.0,4.0
865017,1.0,1.0,3.0
865023,1.0,1.0,3.0
865029,1.0,1.0,3.0
865035,1.0,1.0,3.0
865041,2.0,0.0,3.0
865047,1.0,1.0,3.0
865053,1.0,1.0,3.0
865059,1.0,1.0,3.0
865065,2.0,0.0,3.0
865071,1.0,1.0,3.0
865077,1.0,1.0,3.0
865083,2.0,0.0,3.0
865089,1.0,1.0,3.0
865095,2.0,1.0,3.0
865101,1.0,1.0,3.0
865107,2.0,1.0,3.0
865113,1.0,1.0,3.0
865119,1.0,1.0,3.0
865125,2.0,1.0,2.0
865131,1.0,1.0,3.0
865137,1.0,1.0,3.0
865143,1.0,1.0,3.0
865149,2.0,1.0,3.0
865155,1.0,1.0,3.0
865161,2.0,1.0,3.0
865167,1.0,1.0,3.0
865173,1.0,1.0,3.0
865179,1.0,1.0,3.0
865185,2.0,0.0,3.0
865191,2.0,1.0,3.0
865197,1.0,1.0,3.0
865203,2.0,0.0,3.0
865209,1.0,1.0,3.0
865215,2.0,0.0,3.0
865221,1.0,1.0,3.0
865227,1.0,0.0,4.0
865233,1.0,1.0,3.0
865239,1.0,1.0,3.0
865245,1.0,1.0,3.0
865251,1.0,1.0,3.0
865257,1.0,0.0,4.0
865263,1.0,1.0,3.0
865269,2.0,0.0,3.0
865275,1.0,1.0,3.0
865281,1.0,1.0,3.0
865287,1.0,1.0,3.0
865293,2.0,0.0,3.0
865299,1.0,1.0,3.0
865305,1.0,1.0,3.0
865311,1.0,1.0,3.0
865317,1.0,1.0,3.0
865323,1.0,1.0,3.0
865329,1.0,1.0,3.0
865335,2.0,0.0,3.0
865341,1.0,1.0,3.0
865347,1.0,1.0,3.0
865353,1.0,1.0,3.0
865359,1.0,1.0,3.0
865365,1.0,1.0,3.0
865371,2.0,1.0,3.0
865377,1.0,1.0,3.0
865383,2.0,1.0,3.0
865389,1.0,1.0,3.0
865395,1.0,0.0,4.0
865401,1.0,1.0,3.0
865407,2.0,0.0,3.0
865413,1.0,1.0,3.0
865419,2.0,0.0,3.0
865425,1.0,1.0,3.0
865431,1.0,1.0,3.0
865437,2.0,1.0,3.0
865443,1.0,1.0,3.0
865449,2.0,1.0,3.0
865455,1.0,1.0,3.0
865461,1.0,1.0,3.0
865467,1.0,0.0,4.0
865473,1.0,1.0,3.0
865479,2.0,0.0,3.0
865485,1.0,1.0,3.0
865491,2.0,1.0,3.0
865497,2.0,0.0,3.0
865503,1.0,1.0,3.0
865509,1.0,1.0,3.0
865515,1.0,0.0,4.0
865521,1.0,1.0,3.0
865527,1.0,0.0,4.0
865533,1.0,1.0,3.0
865539,2.0,0.0,3.0
865545,1.0,1.0,3.0
865551,1.0,1.0,3.0
865557,1.0,1.0,3.0
865563,2.0,0.0,3.0
865569,1.0,1.0,3.0
865575,1.0,0.0,4.0
865581,2.0,1.0,3.0
865587,1.0,1.0,3.0
865593,1.0,1.0,3.0
865599,1.0,1.0,3.0
865605,1.0,1.0,3.0
865611,1.0,1.0,3.0
865617,1.0,0.0,4.0
865623,1.0,1.0,3.0
865629,1.0,1.0,3.0
865635,1.0,0.0,4.0
865641,1.0,1.0,3.0
865647,1.0,0.0,4.0
865653,1.0,1.0,3.0
865659,1.0,1.0,3.0
865665,2.0,1.0,3.0
865671,3.0,1.0,3.0
865677,2.0,0.0,3.0
865683,1.0,1.0,3.0
865689,1.0,0.0,4.0
865695,1.0,1.0,3.0
865701,1.0,1.0,3.0
865707,1.0,1.0,3.0
865713,1.0,1.0,3.0
865719,12.0,1.0,3.0
865725,1.0,0.0,4.0
865731,1.0,1.0,3.0
865737,1.0,1.0,3.0
865743,2.0,0.0,3.0
865749,1.0,1.0,3.0
865755,1.0,1.0,3.0
865761,2.0,1.0,2.0
865767,1.0,1.0,3.0
865773,1.0,1.0,3.0
865779,2.0,1.0,3.0
865785,1.0,1.0,3.0
865791,2.0,1.0,3.0
865797,1.0,1.0,3.0
865803,1.0,1.0,3.0
865809,1.0,1.0,3.0
865815,1.0,1.0,3.0
865821,1.0,1.0,3.0
865827,1.0,1.0,3.0
865833,4.0,1.0,2.0
865839,1.0,1.0,3.0
865845,2.0,0.0,3.0
865851,1.0,1.0,3.0
865857,1.0,1.0,3.0
865863,1.0,1.0,3.0
865869,1.0,1.0,3.0
865875,1.0,1.0,3.0
865881,1.0,1.0,3.0
865887,1.0,0.0,4.0
865893,1.0,1.0,3.0
865899,1.0,1.0,3.0
865909,14.0,1.0,0.0
865915,2.0,0.0,3.0
865921,2.0,1.0,3.0
865927,2.0,1.0,3.0
865933,1.0,1.0,3.0
865939,2.0,1.0,3.0
865945,1.0,1.0,3.0
865951,2.0,0.0,3.0
865957,2.0,1.0,3.0
865963,1.0,1.0,3.0
865969,1.0,1.0,3.0
865975,1.0,1.0,3.0
865981,1.0,1.0,3.0
865987,1.0,1.0,3.0
865993,2.0,0.0,3.0
865999,2.0,1.0,3.0
866005,1.0,1.0,3.0
866011,1.0,1.0,3.0
866017,1.0,1.0,3.0
866023,2.0,0.0,3.0
866029,2.0,1.0,3.0
866035,1.0,1.0,3.0
866041,1.0,1.0,3.0
866047,1.0,1.0,3.0
866053,1.0,1.0,3.0
866059,1.0,1.0,3.0
866065,1.0,1.0,3.0
866071,1.0,1.0,3.0
866077,1.0,1.0,3.0
866083,1.0,1.0,3.0
866089,1.0,1.0,3.0
866095,1.0,1.0,3.0
866101,1.0,1.0,3.0
866107,1.0,1.0,3.0
866113,1.0,0.0,4.0
866119,2.0,1.0,3.0
866125,2.0,1.0,3.0
866131,1.0,1.0,3.0
866137,1.0,1.0,3.0
866143,1.0,1.0,3.0
866149,1.0,0.0,4.0
866155,2.0,1.0,3.0
866161,1.0,1.0,3.0
866167,1.0,1.0,3.0
866173,1.0,1.0,3.0
866179,1.0,1.0,3.0
866185,1.0,1.0,3.0
866191,1.0,1.0,3.0
866197,1.0,1.0,3.0
866203,1.0,1.0,3.0
866209,1.0,1.0,3.0
866215,1.0,1.0,3.0
866221,2.0,0.0,3.0
866227,1.0,0.0,4.0
866233,2.0,1.0,3.0
866239,1.0,1.0,3.0
866245,1.0,1.0,3.0
866251,1.0,1.0,3.0
866257,1.0,1.0,3.0
866263,1.0,1.0,3.0
866269,1.0,1.0,3.0
866275,1.0,1.0,3.0
866281,1.0,1.0,3.0
866287,1.0,1.0,3.0
866293,1.0,1.0,3.0
866299,1.0,1.0,3.0
866305,2.0,1.0,3.0
866311,1.0,1.0,3.0
866317,1.0,1.0,3.0
866323,1.0,1.0,3.0
866329,1.0,1.0,3.0
866335,1.0,1.0,3.0
866341,1.0,1.0,3.0
866347,1.0,1.0,3.0
866353,1.0,1.0,3.0
866359,1.0,1.0,3.0
866365,1.0,1.0,3.0
866371,1.0,1.0,3.0
866377,1.0,1.0,3.0
866383,1.0,1.0,3.0
866389,1.0,1.0,3.0
866395,1.0,1.0,3.0
866401,2.0,1.0,3.0
866407,1.0,1.0,3.0
866413,1.0,1.0,3.0
866419,1.0,1.0,3.0
866425,1.0,1.0,3.0
866431,1.0,1.0,3.0
866437,1.0,1.0,3.0
866443,1.0,1.0,3.0
866449,1.0,1.0,3.0
866455,1.0,1.0,3.0
866461,1.0,1.0,3.0
866467,1.0,1.0,3.0
866473,1.0,1.0,3.0
866479,1.0,1.0,3.0
866485,1.0,1.0,3.0
866491,1.0,1.0,3.0
866497,1.0,1.0,3.0
866503,2.0,0.0,3.0
866509,2.0,0.0,3.0
866515,2.0,0.0,3.0
866521,1.0,0.0,4.0
866527,2.0,1.0,3.0
866533,2.0,1.0,3.0
866539,1.0,1.0,3.0
866545,1.0,1.0,3.0
866551,1.0,1.0,3.0
866557,1.0,1.0,3.0
866563,1.0,1.0,3.0
866569,1.0,1.0,3.0
866575,1.0,1.0,3.0
866581,1.0,1.0,3.0
866587,1.0,1.0,3.0
866593,1.0,1.0,3.0
866599,1.0,0.0,4.0
866605,1.0,1.0,3.0
866611,1.0,1.0,3.0
866617,1.0,1.0,3.0
866623,1.0,1.0,3.0
866629,1.0,1.0,3.0
866635,1.0,1.0,3.0
866641,1.0,1.0,3.0
866647,1.0,1.0,3.0
866653,1.0,1.0,3.0
866659,1.0,1.0,3.0
866665,1.0,1.0,3.0
866671,1.0,1.0,3.0
866677,1.0,1.0,3.0
866683,1.0,1.0,3.0
866689,2.0,1.0,3.0
866695,1.0,1.0,3.0
866701,1.0,1.0,3.0
866707,1.0,1.0,3.0
866713,1.0,1.0,3.0
866719,1.0,1.0,3.0
866725,1.0,1.0,3.0
866731,1.0,1.0,3.0
866737,1.0,1.0,3.0
866743,1.0,1.0,3.0
866749,1.0,1.0,3.0
866755,1.0,1.0,3.0
866761,1.0,1.0,3.0
866767,1.0,1.0,3.0
866773,2.0,1.0,3.0
866779,1.0,0.0,4.0
866785,2.0,0.0,3.0
866791,3.0,0.0,3.0
866797,2.0,0.0,3.0
866803,1.0,1.0,3.0
866809,2.0,1.0,3.0
866815,2.0,0.0,3.0
866821,2.0,0.0,3.0
866827,1.0,1.0,3.0
866833,1.0,1.0,3.0
866839,1.0,1.0,3.0
866845,1.0,1.0,3.0
866851,2.0,1.0,3.0
866857,1.0,1.0,3.0
866863,1.0,0.0,4.0
866869,2.0,1.0,3.0
866875,2.0,1.0,3.0
866881,1.0,1.0,3.0
866887,1.0,1.0,3.0
866893,2.0,1.0,3.0
866899,2.0,1.0,3.0
866905,2.0,1.0,3.0
866911,2.0,1.0,3.0
866917,2.0,1.0,3.0
866923,2.0,1.0,3.0
866929,2.0,1.0,3.0
866935,2.0,1.0,3.0
866941,3.0,1.0,3.0
866947,1.0,1.0,3.0
866953,2.0,0.0,3.0
866959,1.0,0.0,4.0
866965,1.0,1.0,3.0
866971,1.0,1.0,3.0
866977,2.0,1.0,3.0
866983,2.0,0.0,3.0
866989,1.0,1.0,3.0
866995,1.0,1.0,3.0
867001,2.0,1.0,3.0
867007,2.0,1.0,3.0
867013,2.0,0.0,3.0
867019,1.0,0.0,4.0
867025,1.0,1.0,3.0
867031,1.0,1.0,3.0
867037,1.0,1.0,3.0
867043,2.0,1.0,3.0
867049,2.0,0.0,3.0
867055,2.0,0.0,3.0
867061,1.0,1.0,3.0
867067,1.0,1.0,3.0
867073,1.0,1.0,3.0
867079,1.0,1.0,3.0
867085,2.0,1.0,3.0
867091,2.0,0.0,3.0
867097,1.0,0.0,4.0
867103,3.0,1.0,3.0
867109,1.0,1.0,3.0
867115,2.0,1.0,3.0
867121,1.0,1.0,3.0
867127,1.0,1.0,3.0
867133,1.0,1.0,3.0
867139,2.0,1.0,3.0
867145,2.0,1.0,3.0
867151,1.0,1.0,3.0
867157,1.0,1.0,3.0
867163,1.0,1.0,3.0
867169,1.0,1.0,3.0
867175,2.0,1.0,3.0
867181,2.0,1.0,3.0
867187,1.0,0.0,4.0
867193,1.0,1.0,3.0
867199,1.0,1.0,3.0
867205,1.0,1.0,3.0
867211,1.0,1.0,3.0
867217,2.0,1.0,3.0
867223,1.0,0.0,4.0
867229,1.0,1.0,3.0
867235,1.0,1.0,3.0
867241,2.0,1.0,3.0
867247,2.0,1.0,3.0
867253,1.0,1.0,3.0
867259,2.0,0.0,3.0
867265,2.0,1.0,3.0
867271,2.0,1.0,3.0
867277,2.0,1.0,3.0
867283,2.0,0.0,3.0
867289,1.0,1.0,3.0
867295,1.0,1.0,3.0
867301,1.0,1.0,3.0
867307,2.0,1.0,3.0
867313,2.0,1.0,3.0
867319,2.0,1.0,3.0
867325,2.0,1.0,3.0
867331,1.0,0.0,4.0
867337,2.0,0.0,3.0
867343,2.0,0.0,3.0
867349,1.0,1.0,3.0
867355,1.0,1.0,3.0
867361,1.0,1.0,3.0
867367,1.0,1.0,3.0
867373,1.0,1.0,3.0
867379,2.0,1.0,3.0
867385,1.0,0.0,4.0
867391,1.0,1.0,3.0
867397,1.0,1.0,3.0
867403,1.0,1.0,3.0
867409,2.0,1.0,3.0
867415,2.0,0.0,3.0
867421,3.0,1.0,3.0
867427,1.0,1.0,3.0
867433,2.0,1.0,3.0
867439,1.0,0.0,4.0
867445,1.0,1.0,3.0
867451,1.0,1.0,3.0
867457,1.0,1.0,3.0
867463,2.0,1.0,3.0
867469,2.0,1.0,3.0
867475,2.0,1.0,3.0
867481,2.0,1.0,3.0
867487,2.0,0.0,3.0
867493,1.0,1.0,3.0
867499,1.0,1.0,3.0
867505,1.0,1.0,3.0
867511,1.0,1.0,3.0
867517,2.0,1.0,3.0
867523,2.0,1.0,3.0
867529,2.0,1.0,3.0
867535,2.0,1.0,3.0
867541,2.0,1.0,3.0
867547,2.0,0.0,3.0
867553,1.0,0.0,4.0
867559,1.0,1.0,3.0
867565,1.0,1.0,3.0
867571,2.0,1.0,3.0
867577,2.0,1.0,3.0
867583,2.0,1.0,3.0
867589,2.0,1.0,3.0
867595,1.0,0.0,4.0
867601,1.0,1.0,3.0
867607,1.0,1.0,3.0
867613,2.0,1.0,3.0
867619,1.0,1.0,3.0
867625,1.0,1.0,3.0
867631,2.0,1.0,3.0
867637,1.0,1.0,3.0
867643,2.0,1.0,3.0
867649,1.0,0.0,4.0
867655,1.0,1.0,3.0
867661,1.0,1.0,3.0
867667,1.0,1.0,3.0
867673,2.0,1.0,3.0
867679,2.0,1.0,3.0
867685,2.0,0.0,3.0
867691,1.0,1.0,3.0
867697,1.0,1.0,3.0
867703,1.0,1.0,3.0
867709,1.0,1.0,3.0
867715,2.0,1.0,3.0
867721,2.0,1.0,3.0
867727,2.0,0.0,3.0
867733,1.0,1.0,3.0
867739,1.0,1.0,3.0
867745,2.0,1.0,3.0
867751,2.0,1.0,2.0
867757,1.0,1.0,3.0
867763,1.0,1.0,3.0
867769,1.0,1.0,3.0
867775,1.0,1.0,3.0
867781,1.0,1.0,3.0
867787,1.0,1.0,3.0
867793,1.0,1.0,3.0
867799,2.0,1.0,3.0
867805,1.0,0.0,4.0
867811,1.0,1.0,3.0
867817,1.0,1.0,3.0
867823,2.0,1.0,3.0
867829,2.0,0.0,3.0
867835,1.0,0.0,4.0
867841,1.0,1.0,3.0
867847,1.0,1.0,3.0
867853,2.0,1.0,3.0
867859,2.0,0.0,3.0
867865,2.0,0.0,3.0
867871,2.0,0.0,3.0
867877,2.0,0.0,3.0
867883,1.0,0.0,4.0
867889,2.0,1.0,3.0
867895,2.0,1.0,3.0
867901,3.0,1.0,3.0
867907,2.0,1.0,3.0
867913,2.0,1.0,3.0
867919,2.0,1.0,3.0
867925,1.0,0.0,4.0
867931,2.0,1.0,2.0
867937,1.0,1.0,3.0
867943,1.0,1.0,3.0
867949,2.0,1.0,3.0
867955,2.0,1.0,3.0
867961,1.0,1.0,3.0
867967,2.0,1.0,3.0
867973,2.0,1.0,3.0
867979,2.0,1.0,3.0
867985,2.0,1.0,3.0
867991,2.0,1.0,3.0
867997,2.0,0.0,3.0
868003,1.0,0.0,4.0
868009,1.0,0.0,4.0
868015,1.0,1.0,3.0
868021,1.0,1.0,3.0
868027,1.0,1.0,3.0
868033,1.0,0.0,4.0
868039,2.0,1.0,3.0
868045,2.0,1.0,3.0
868051,2.0,0.0,3.0
868057,1.0,1.0,3.0
868063,1.0,1.0,3.0
868069,1.0,1.0,3.0
868075,2.0,1.0,3.0
868081,2.0,0.0,3.0
868087,1.0,0.0,4.0
868093,1.0,1.0,3.0
868099,1.0,1.0,3.0
868105,1.0,1.0,3.0
868111,1.0,1.0,3.0
868117,2.0,1.0,3.0
868123,2.0,1.0,3.0
868129,1.0,1.0,3.0
868135,2.0,1.0,3.0
868141,1.0,0.0,4.0
868147,2.0,1.0,3.0
868153,2.0,1.0,3.0
868159,2.0,0.0,3.0
868165,2.0,0.0,3.0
868171,1.0,0.0,4.0
868177,1.0,1.0,3.0
868183,1.0,0.0,4.0
868189,1.0,1.0,3.0
868195,1.0,1.0,3.0
868201,1.0,1.0,3.0
868207,2.0,1.0,3.0
868213,2.0,1.0,3.0
868219,2.0,1.0,3.0
868225,6.0,0.0,3.0
868231,1.0,0.0,4.0
868237,1.0,0.0,4.0
868243,1.0,1.0,3.0
868249,1.0,1.0,3.0
868255,1.0,1.0,3.0
868261,2.0,1.0,3.0
868267,1.0,0.0,4.0
868273,1.0,1.0,3.0
868279,1.0,1.0,3.0
868285,1.0,1.0,3.0
868291,1.0,1.0,3.0
868297,1.0,1.0,3.0
868303,1.0,1.0,3.0
868309,2.0,1.0,3.0
868315,2.0,1.0,3.0
868321,2.0,1.0,3.0
868327,1.0,0.0,4.0
868333,1.0,0.0,4.0
868339,2.0,1.0,3.0
868345,1.0,1.0,3.0
868351,1.0,1.0,3.0
868357,1.0,1.0,3.0
868363,2.0,1.0,3.0
868369,2.0,1.0,3.0
868375,2.0,1.0,3.0
868381,2.0,0.0,3.0
868387,1.0,0.0,4.0
868393,1.0,1.0,3.0
868399,1.0,0.0,4.0
868405,1.0,1.0,3.0
868411,1.0,1.0,3.0
868417,1.0,1.0,3.0
868423,1.0,1.0,3.0
868429,1.0,1.0,3.0
868435,1.0,1.0,3.0
868441,2.0,0.0,3.0
868447,1.0,1.0,3.0
868453,1.0,1.0,3.0
868459,1.0,1.0,3.0
868465,2.0,1.0,3.0
868471,2.0,0.0,3.0
868477,1.0,1.0,3.0
868483,1.0,1.0,3.0
868489,1.0,1.0,3.0
868495,2.0,1.0,3.0
868501,2.0,0.0,3.0
868507,1.0,1.0,3.0
868513,1.0,1.0,3.0
868519,1.0,1.0,3.0
868525,2.0,0.0,3.0
868531,1.0,1.0,3.0
868537,1.0,1.0,3.0
868543,1.0,1.0,3.0
868549,3.0,1.0,3.0
868555,2.0,0.0,3.0
868561,1.0,1.0,3.0
868567,1.0,1.0,3.0
868573,2.0,1.0,3.0
868579,2.0,0.0,3.0
868585,1.0,1.0,3.0
868591,1.0,1.0,3.0
868597,2.0,1.0,3.0
868615,18.0,1.0,1.0
868626,5.0,0.0,3.0
868637,4.0,0.0,3.0
868648,4.0,0.0,3.0
868659,3.0,1.0,3.0
868670,4.0,0.0,3.0
868700,4.0,1.0,3.0
868706,7.0,1.0,3.0
868732,4.0,0.0,3.0
868738,3.0,1.0,3.0
868753,4.0,2.0,3.0
868773,3.0,1.0,3.0
868787,4.0,1.0,3.0
868806,5.0,1.0,3.0
868824,4.0,1.0,3.0
868835,8.0,0.0,2.0
868846,3.0,1.0,3.0
868852,7.0,1.0,3.0
868863,4.0,0.0,3.0
868874,3.0,0.0,3.0
868880,2.0,1.0,3.0
868891,3.0,0.0,3.0
868902,2.0,1.0,3.0
868908,1.0,1.0,3.0
868919,3.0,0.0,3.0
868930,3.0,1.0,3.0
868936,2.0,1.0,3.0
868947,4.0,0.0,3.0
868958,3.0,0.0,3.0
868964,2.0,1.0,3.0
868975,4.0,0.0,3.0
868986,3.0,0.0,3.0
868992,13.0,0.0,3.0
869003,3.0,0.0,3.0
869014,3.0,0.0,3.0
869020,2.0,0.0,3.0
869031,2.0,0.0,3.0
869042,3.0,0.0,3.0
869048,2.0,1.0,3.0
869059,2.0,0.0,3.0
869070,3.0,1.0,3.0
869076,1.0,1.0,3.0
869087,2.0,0.0,4.0
869098,2.0,0.0,4.0
869104,2.0,0.0,3.0
869115,3.0,0.0,3.0
869126,2.0,0.0,3.0
869132,2.0,0.0,3.0
869143,3.0,0.0,3.0
869154,3.0,0.0,3.0
869160,2.0,1.0,3.0
869171,2.0,0.0,4.0
869182,3.0,0.0,3.0
869188,1.0,1.0,3.0
869199,2.0,0.0,4.0
869210,5.0,0.0,4.0
869216,2.0,0.0,3.0
869227,3.0,1.0,3.0
869238,3.0,0.0,3.0
869244,1.0,1.0,3.0
869255,2.0,0.0,4.0
869266,3.0,0.0,3.0
869272,2.0,1.0,3.0
869283,3.0,0.0,3.0
869294,2.0,0.0,4.0
869300,1.0,1.0,3.0
869311,3.0,0.0,3.0
869322,3.0,0.0,3.0
869328,2.0,1.0,3.0
869339,3.0,0.0,3.0
869350,2.0,0.0,4.0
869356,1.0,1.0,3.0
869367,2.0,0.0,4.0
869378,2.0,0.0,3.0
869384,1.0,1.0,3.0
869395,2.0,1.0,3.0
869406,3.0,1.0,3.0
869412,1.0,1.0,3.0
869423,2.0,0.0,4.0
869434,3.0,0.0,3.0
869440,2.0,1.0,3.0
869451,3.0,0.0,3.0
869462,2.0,0.0,4.0
869468,1.0,1.0,3.0
869479,2.0,0.0,3.0
869490,3.0,0.0,3.0
869496,1.0,1.0,3.0
869507,2.0,0.0,4.0
869518,3.0,0.0,3.0
869524,1.0,1.0,3.0
869535,2.0,1.0,3.0
869546,3.0,0.0,3.0
869552,2.0,1.0,3.0
869563,3.0,0.0,3.0
869574,2.0,1.0,3.0
869580,1.0,1.0,3.0
869591,2.0,0.0,4.0
