correlation,cpu_duration,gpu_duration,launch_delay
1294940,2.0,11.0,9.0
1294944,3.0,1.0,16.0
1294946,3.0,10.0,14.0
1294950,3.0,0.0,21.0
1294952,3.0,8.0,19.0
1294958,3.0,2.0,23.0
1294960,3.0,3.0,22.0
1294962,3.0,1.0,22.0
1294964,4.0,-1.0,20.0
1294978,6.0,0.0,3.0
1294992,7.0,10.0,2.0
1295007,4.0,1.0,3.0
1295031,3.0,31.0,3.0
1295065,8.0,1.0,1731.0
1295080,4.0,0.0,1710.0
1295095,4.0,49.0,1693.0
1295118,7.0,0.0,1650.0
1295129,5.0,24.0,1646.0
1295143,4.0,0.0,1644.0
1295158,2.0,0.0,1630.0
1295181,3.0,-1.0,1585.0
1295192,5.0,9.0,1563.0
1295206,3.0,1.0,1460.0
1295221,3.0,0.0,1445.0
1295234,4.0,2.0,1406.0
1295251,3.0,1.0,1380.0
1295262,23.0,1.0,1343.0
1295276,7.0,1.0,1211.0
1295291,3.0,0.0,1194.0
1295307,6.0,24.0,1128.0
1295317,5.0,10.0,1127.0
1295328,3.0,5.0,1109.0
1295357,5.0,10.0,1065.0
1295371,4.0,1.0,1041.0
1295386,3.0,0.0,1025.0
1295406,4.0,1.0,985.0
1295417,5.0,7.0,964.0
1295427,4.0,3.0,955.0
1295438,4.0,1.0,938.0
1295467,4.0,4.0,902.0
1295481,4.0,0.0,875.0
1295496,3.0,1.0,858.0
1295516,4.0,1.0,824.0
1295527,5.0,7.0,805.0
1295537,3.0,2.0,798.0
1295548,4.0,1.0,780.0
1295577,5.0,4.0,726.0
1295591,4.0,0.0,689.0
1295606,3.0,1.0,673.0
1295626,3.0,1.0,642.0
1295639,6.0,6.0,605.0
1295649,3.0,1.0,594.0
1295660,3.0,0.0,577.0
1295674,4.0,1.0,546.0
1295689,3.0,0.0,531.0
1295709,5.0,2.0,456.0
1295720,3.0,13.0,440.0
1295730,4.0,1.0,435.0
1295741,4.0,0.0,413.0
1295755,5.0,1.0,375.0
1295782,4.0,1.0,343.0
1295790,4.0,3.0,335.0
1295795,4.0,1.0,331.0
1295810,4.0,0.0,289.0
1295818,3.0,3.0,277.0
1295835,4.0,1.0,242.0
1295850,3.0,0.0,227.0
1295865,4.0,0.0,207.0
1295885,5.0,2.0,170.0
1295896,4.0,12.0,146.0
1295906,4.0,2.0,140.0
1295917,4.0,1.0,120.0
1295931,4.0,2.0,92.0
1295958,3.0,1.0,63.0
1295966,3.0,8.0,56.0
1295971,4.0,2.0,57.0
1295986,3.0,2.0,28.0
1295994,4.0,2.0,18.0
1296011,4.0,1.0,3.0
1296026,4.0,0.0,3.0
1296041,3.0,1.0,3.0
1296061,3.0,1.0,3.0
1296072,5.0,1.0,3.0
1296076,5.0,143.0,3.0
1296086,5.0,2.0,124.0
1296097,4.0,0.0,100.0
1296111,5.0,2.0,71.0
1296124,4.0,7.0,59.0
1296134,22.0,1.0,21.0
1296141,4.0,4.0,10.0
1296158,4.0,0.0,4.0
1296173,3.0,1.0,3.0
1296188,3.0,1.0,3.0
1296204,5.0,166.0,3.0
1296214,3.0,2.0,151.0
1296225,6.0,1.0,65.0
1296239,4.0,0.0,25.0
1296254,7.0,1.0,5.0
1296270,4.0,104.0,3.0
1296280,3.0,2.0,91.0
1296291,5.0,1.0,58.0
1296302,4.0,0.0,37.0
1296316,4.0,0.0,4.0
1296331,3.0,0.0,3.0
1296347,4.0,105.0,3.0
1296357,3.0,2.0,93.0
1296385,14.0,0.0,1.0
1296406,3.0,0.0,3.0
1296410,11.0,2.0,1.0
1296422,7.0,0.0,3.0
1296424,1.0,0.0,3.0
1296432,4.0,2.0,3.0
1296436,3.0,0.0,3.0
1296440,7.0,1.0,2.0
1296442,3.0,11.0,3.0
1296446,3.0,0.0,10.0
1296448,3.0,11.0,7.0
1296452,3.0,0.0,14.0
1296454,3.0,8.0,11.0
1296458,2.0,0.0,17.0
1296460,2.0,8.0,15.0
1296466,4.0,2.0,18.0
1296468,3.0,3.0,18.0
1296470,3.0,1.0,18.0
1296472,4.0,-1.0,16.0
1296486,7.0,0.0,3.0
1296500,6.0,80.0,3.0
1296515,4.0,1.0,58.0
1296539,4.0,244.0,29.0
1296573,9.0,0.0,142057.0
1296588,4.0,1.0,142035.0
1296603,3.0,395.0,142018.0
1296626,7.0,0.0,142330.0
1296637,6.0,23.0,142435.0
1296651,3.0,1.0,142429.0
1296666,3.0,0.0,142414.0
1296689,4.0,0.0,142359.0
1296700,4.0,9.0,142353.0
1296714,3.0,1.0,142340.0
1296729,3.0,0.0,142325.0
1296742,4.0,2.0,142288.0
1296759,2.0,1.0,142264.0
1296770,5.0,1.0,142212.0
1296784,6.0,1.0,142096.0
1296799,3.0,0.0,142079.0
1296815,7.0,25.0,142012.0
1296825,5.0,9.0,142014.0
1296836,4.0,5.0,141995.0
1296865,5.0,11.0,141951.0
1296879,5.0,0.0,141927.0
1296894,3.0,0.0,141911.0
1296914,6.0,1.0,141869.0
1296925,5.0,8.0,141843.0
1296935,4.0,3.0,141832.0
1296946,3.0,2.0,141814.0
1296975,3.0,4.0,141783.0
1296989,3.0,0.0,141753.0
1297004,3.0,1.0,141738.0
1297024,3.0,1.0,141711.0
1297035,4.0,7.0,141694.0
1297045,3.0,2.0,141688.0
1297056,10.0,1.0,141666.0
1297085,4.0,3.0,141631.0
1297099,3.0,1.0,141604.0
1297114,3.0,0.0,141590.0
1297134,6.0,2.0,141559.0
1297147,6.0,6.0,141528.0
1297157,3.0,1.0,141438.0
1297168,5.0,1.0,141399.0
1297182,3.0,0.0,141348.0
1297197,3.0,0.0,141334.0
1297217,3.0,1.0,141304.0
1297228,5.0,13.0,141284.0
1297238,3.0,2.0,141283.0
1297249,3.0,0.0,141223.0
1297263,5.0,2.0,141128.0
1297290,4.0,1.0,141101.0
1297298,3.0,2.0,141095.0
1297303,4.0,1.0,141091.0
1297318,3.0,1.0,141052.0
1297326,3.0,3.0,141042.0
1297343,3.0,0.0,141013.0
1297358,4.0,1.0,140993.0
1297373,4.0,0.0,140979.0
1297393,3.0,1.0,140949.0
1297404,4.0,13.0,140927.0
1297414,4.0,2.0,140924.0
1297425,3.0,0.0,140905.0
1297439,3.0,2.0,140879.0
1297466,3.0,1.0,140854.0
1297474,3.0,7.0,140849.0
1297479,3.0,2.0,140850.0
1297494,3.0,2.0,140826.0
1297502,3.0,3.0,140819.0
1297519,4.0,0.0,140768.0
1297534,3.0,1.0,140751.0
1297549,3.0,1.0,140739.0
1297569,4.0,1.0,140710.0
1297580,4.0,1.0,140689.0
1297584,4.0,143.0,140684.0
1297594,3.0,2.0,140812.0
1297605,3.0,1.0,140795.0
1297619,4.0,2.0,140770.0
1297632,3.0,7.0,140761.0
1297642,16.0,1.0,140733.0
1297649,28.0,3.0,140700.0
1297666,5.0,0.0,140647.0
1297681,3.0,0.0,140632.0
1297696,3.0,2.0,140617.0
1297712,4.0,165.0,140582.0
1297722,5.0,1.0,140729.0
1297733,3.0,1.0,140710.0
1297747,3.0,1.0,140679.0
1297762,3.0,0.0,140664.0
1297778,4.0,105.0,140637.0
1297788,4.0,2.0,140728.0
1297799,5.0,0.0,140698.0
1297810,4.0,1.0,140675.0
1297824,4.0,1.0,140636.0
1297839,3.0,0.0,140620.0
1297855,4.0,105.0,140586.0
1297865,4.0,2.0,140678.0
1297875,14.0,1.0,140639.0
1297880,10.0,1.0,140623.0
1297885,5.0,0.0,140613.0
1297898,7.0,2.0,140569.0
1297912,5.0,0.0,140542.0
1297926,4.0,0.0,140527.0
1297944,6.0,3.0,140498.0
1297955,4.0,0.0,140463.0
1297966,5.0,0.0,140433.0
1297977,4.0,0.0,140409.0
1297988,3.0,0.0,140396.0
1297999,4.0,0.0,140378.0
1298010,3.0,0.0,140366.0
1298021,3.0,0.0,140355.0
1298031,9.0,0.0,140330.0
1298036,5.0,1.0,140318.0
1298041,6.0,0.0,140308.0
1298054,4.0,2.0,140284.0
1298065,4.0,1.0,140274.0
1298076,3.0,1.0,140256.0
1298087,3.0,0.0,140245.0
1298098,3.0,1.0,140226.0
1298109,3.0,0.0,140216.0
1298120,5.0,0.0,140185.0
1298132,4.0,1.0,140142.0
1298140,9.0,2.0,140125.0
1298148,3.0,0.0,140117.0
1298162,3.0,2.0,140087.0
1298173,3.0,1.0,140077.0
1298184,3.0,1.0,140060.0
1298195,3.0,0.0,140050.0
1298206,3.0,1.0,140033.0
1298217,3.0,0.0,140023.0
1298228,3.0,1.0,140012.0
1298240,3.0,1.0,139996.0
1298248,2.0,2.0,139987.0
1298256,4.0,1.0,139978.0
1298277,5.0,1.0,139945.0
1298288,3.0,0.0,139923.0
1298299,5.0,2.0,139907.0
1298317,4.0,0.0,139890.0
1298328,3.0,0.0,139877.0
1298339,3.0,1.0,139867.0
1298357,3.0,0.0,139852.0
1298368,3.0,0.0,139840.0
1298379,3.0,1.0,139829.0
1298389,12.0,1.0,139793.0
1298394,5.0,1.0,139783.0
1298399,4.0,1.0,139775.0
1298411,5.0,1.0,139753.0
1298416,4.0,3.0,139744.0
1298421,5.0,2.0,139738.0
1298426,5.0,2.0,139731.0
1298431,7.0,2.0,139721.0
1298436,3.0,2.0,139715.0
1298452,5.0,0.0,139659.0
1298467,3.0,1.0,139641.0
1298482,3.0,4.0,139621.0
1298498,7.0,22.0,139556.0
1298502,3.0,1.0,139573.0
1298506,5.0,43.0,139559.0
1298510,4.0,22.0,139596.0
1298520,4.0,10.0,139593.0
1298531,4.0,5.0,139572.0
1298560,4.0,9.0,139532.0
1298574,5.0,1.0,139500.0
1298589,3.0,0.0,139485.0
1298605,5.0,3.0,139426.0
1298609,3.0,0.0,139424.0
1298613,5.0,8.0,139414.0
1298617,3.0,3.0,139417.0
1298627,3.0,3.0,139401.0
1298638,4.0,2.0,139379.0
1298667,4.0,5.0,139346.0
1298681,4.0,1.0,139316.0
1298696,4.0,0.0,139301.0
1298712,4.0,1.0,139270.0
1298716,2.0,1.0,139267.0
1298720,4.0,7.0,139259.0
1298724,3.0,1.0,139261.0
1298734,4.0,1.0,139245.0
1298745,13.0,1.0,139217.0
1298774,5.0,3.0,139149.0
1298788,5.0,1.0,139115.0
1298803,3.0,0.0,139100.0
1298819,4.0,1.0,139066.0
1298823,3.0,1.0,139063.0
1298829,7.0,6.0,139039.0
1298833,4.0,1.0,139039.0
1298843,4.0,1.0,139023.0
1298854,3.0,1.0,139004.0
1298868,3.0,0.0,138974.0
1298883,3.0,1.0,138957.0
1298899,5.0,1.0,138919.0
1298903,3.0,1.0,138916.0
1298907,4.0,13.0,138910.0
1298911,3.0,1.0,138918.0
1298921,3.0,1.0,138901.0
1298932,4.0,1.0,138870.0
1298946,5.0,1.0,138829.0
1298959,4.0,2.0,138813.0
1298969,13.0,0.0,138771.0
1298976,7.0,2.0,138756.0
1298993,4.0,1.0,138722.0
1299008,3.0,0.0,138707.0
1299023,3.0,1.0,138689.0
1299039,4.0,1.0,138645.0
1299043,3.0,1.0,138642.0
1299047,5.0,13.0,138618.0
1299051,3.0,1.0,138626.0
1299061,4.0,1.0,138604.0
1299072,4.0,1.0,138579.0
1299086,6.0,2.0,138468.0
1299099,3.0,7.0,138456.0
1299109,11.0,1.0,138427.0
1299116,5.0,2.0,138416.0
1299133,4.0,0.0,138384.0
1299148,3.0,1.0,138369.0
1299163,5.0,1.0,138353.0
1299179,4.0,3.0,138317.0
1299183,2.0,1.0,138317.0
1299187,4.0,10.0,138309.0
1299191,3.0,3.0,138314.0
1299201,3.0,2.0,138302.0
1299212,3.0,1.0,138283.0
1299226,4.0,2.0,138257.0
1299239,3.0,53.0,138246.0
1299249,11.0,7.0,138266.0
1299254,5.0,12.0,138262.0
1299270,4.0,1.0,138235.0
1299285,4.0,0.0,138220.0
1299300,3.0,15.0,138206.0
1299316,3.0,23.0,138187.0
1299320,2.0,1.0,138207.0
1299324,3.0,66.0,138201.0
1299328,4.0,22.0,138262.0
1299338,4.0,10.0,138269.0
1299349,3.0,5.0,138260.0
1299363,5.0,0.0,138219.0
1299378,3.0,1.0,138204.0
1299394,5.0,8.0,138164.0
1299398,3.0,3.0,138167.0
1299402,5.0,415.0,138155.0
1299406,6.0,4.0,138563.0
1299416,3.0,1.0,138551.0
1299430,3.0,0.0,138516.0
1299445,3.0,1.0,138501.0
1299461,4.0,105.0,138474.0
1299471,4.0,2.0,138566.0
1299481,12.0,2.0,138520.0
1299486,5.0,0.0,138507.0
1299502,6.0,2.0,138418.0
1299513,5.0,1.0,138384.0
1299524,5.0,1.0,138367.0
1299536,6.0,2.0,138348.0
1299548,5.0,2.0,138301.0
1299562,4.0,1.0,138258.0
1299577,4.0,1.0,138241.0
1299592,3.0,0.0,138227.0
1299627,7.0,5.0,138120.0
1299641,4.0,1.0,138102.0
1299656,3.0,1.0,138087.0
1299689,4.0,5.0,138025.0
1299703,4.0,0.0,138000.0
1299718,4.0,1.0,137981.0
1299751,7.0,4.0,137904.0
1299779,15.0,0.0,137612.0
1299800,7.0,-1.0,137588.0
1299821,3.0,0.0,137563.0
1299825,9.0,5.0,137552.0
1299837,7.0,0.0,137547.0
1299839,1.0,1.0,137547.0
1299847,5.0,3.0,137538.0
1299851,4.0,0.0,137537.0
1299855,6.0,0.0,137531.0
1299857,3.0,11.0,137528.0
1299861,4.0,0.0,137534.0
1299863,3.0,12.0,137533.0
1299867,3.0,0.0,137542.0
1299869,3.0,11.0,137540.0
1299873,4.0,0.0,137546.0
1299875,2.0,7.0,137544.0
1299881,4.0,2.0,137547.0
1299883,3.0,2.0,137547.0
1299885,4.0,2.0,137545.0
1299887,3.0,-1.0,137546.0
1299901,7.0,0.0,137492.0
1299915,30.0,1.0,0.0
1299930,8.0,0.0,2.0
1299954,7.0,2.0,2.0
1299988,14.0,3.0,1.0
1300000,17.0,2.0,1.0
1300031,9.0,5.0,2.0
1300043,27.0,0.0,0.0
1300056,10.0,2.0,2.0
1300087,9.0,5.0,2.0
1300099,12.0,0.0,2.0
1300112,7.0,2.0,3.0
1300143,7.0,5.0,2.0
1300155,10.0,0.0,2.0
1300168,6.0,3.0,2.0
1300199,7.0,5.0,2.0
1300211,9.0,0.0,2.0
1300224,4.0,3.0,2.0
1300255,5.0,5.0,3.0
1300267,6.0,0.0,3.0
1300280,4.0,3.0,3.0
1300292,7.0,2.0,3.0
1300306,5.0,0.0,3.0
1300321,5.0,1.0,3.0
1300354,7.0,5.0,2.0
1300368,4.0,0.0,3.0
1300383,3.0,1.0,3.0
1300433,15.0,0.0,1.0
1300454,4.0,0.0,3.0
1300475,3.0,0.0,4.0
1300479,11.0,4.0,2.0
1300491,8.0,0.0,3.0
1300493,1.0,0.0,4.0
1300501,5.0,3.0,2.0
1300505,4.0,0.0,3.0
1300509,6.0,0.0,3.0
1300511,3.0,11.0,3.0
1300515,4.0,0.0,10.0
1300517,2.0,11.0,8.0
1300521,3.0,0.0,16.0
1300523,3.0,11.0,14.0
1300527,3.0,0.0,22.0
1300529,3.0,7.0,20.0
1300535,3.0,2.0,23.0
1300537,3.0,2.0,23.0
1300539,5.0,2.0,20.0
1300541,4.0,-1.0,20.0
1300555,7.0,0.0,3.0
1300569,8.0,1.0,3.0
1300584,4.0,0.0,3.0
1300608,4.0,3.0,3.0
1300642,7.0,4.0,1418.0
1300654,7.0,2.0,1378.0
1300685,5.0,5.0,1252.0
1300697,15.0,1.0,1200.0
1300710,5.0,4.0,1174.0
1300741,5.0,5.0,1073.0
1300753,8.0,1.0,1036.0
1300766,5.0,4.0,1017.0
1300797,4.0,5.0,952.0
1300809,7.0,1.0,925.0
1300822,4.0,4.0,911.0
1300853,4.0,5.0,844.0
1300865,10.0,1.0,530.0
1300878,6.0,3.0,357.0
1300909,5.0,5.0,276.0
1300921,10.0,1.0,246.0
1300934,3.0,3.0,228.0
1300946,7.0,5.0,186.0
1300960,5.0,1.0,127.0
1300975,4.0,1.0,111.0
1301008,5.0,5.0,11.0
1301022,5.0,0.0,3.0
1301037,4.0,0.0,3.0
1301071,4.0,2.0,3.0
1301096,7.0,4.0,2.0
1301111,7.0,2.0,2.0
1301122,6.0,1.0,3.0
1301147,6.0,3.0,3.0
1301158,6.0,2.0,3.0
1301169,5.0,0.0,3.0
1301180,5.0,1.0,3.0
1301191,6.0,2.0,2.0
1301233,8.0,5.0,2.0
1301250,6.0,1.0,2.0
1301261,6.0,1.0,3.0
1301272,6.0,1.0,3.0
1301284,5.0,1.0,3.0
1301296,6.0,3.0,3.0
1301310,7.0,0.0,3.0
1301325,4.0,0.0,3.0
1301340,3.0,0.0,4.0
1301375,5.0,5.0,4.0
1301389,4.0,0.0,4.0
1301404,3.0,2.0,3.0
1301437,3.0,4.0,4.0
1301451,4.0,1.0,3.0
1301466,2.0,2.0,3.0
1301500,5.0,13.0,4.0
1301514,4.0,1.0,3.0
1301529,3.0,2.0,4.0
1301562,4.0,5.0,4.0
1301576,3.0,1.0,3.0
1301591,3.0,1.0,3.0
1301624,3.0,5.0,3.0
1301638,4.0,1.0,3.0
1301653,4.0,1.0,3.0
1301686,3.0,5.0,3.0
1301700,3.0,1.0,3.0
1301715,4.0,1.0,3.0
1301748,4.0,5.0,3.0
1301762,4.0,0.0,3.0
1301777,3.0,0.0,3.0
1301790,5.0,1.0,3.0
1301820,27.0,2.0,0.0
1301835,12.0,2.0,1.0
1301849,8.0,1.0,2.0
1301860,9.0,2.0,2.0
1301871,5.0,1.0,3.0
1301883,6.0,2.0,2.0
1301895,5.0,2.0,3.0
1301909,5.0,1.0,3.0
1301924,3.0,1.0,3.0
1301939,3.0,1.0,3.0
1301974,6.0,5.0,3.0
1301988,3.0,1.0,3.0
1302003,5.0,1.0,3.0
1302036,3.0,5.0,3.0
1302050,5.0,0.0,4.0
1302065,5.0,1.0,3.0
1302099,6.0,12.0,3.0
1302113,4.0,0.0,4.0
1302128,3.0,3.0,3.0
1302161,3.0,5.0,3.0
1302175,3.0,0.0,4.0
1302190,3.0,1.0,3.0
1302223,4.0,5.0,3.0
1302237,3.0,0.0,4.0
1302252,5.0,1.0,3.0
1302285,4.0,5.0,3.0
1302299,3.0,0.0,4.0
1302314,4.0,1.0,3.0
1302347,4.0,5.0,3.0
1302361,3.0,0.0,4.0
1302376,3.0,0.0,3.0
1302389,5.0,1.0,3.0
1302416,7.0,1.0,2.0
1302427,7.0,0.0,2.0
1302438,5.0,2.0,2.0
1302449,3.0,1.0,3.0
1302460,3.0,0.0,3.0
1302474,4.0,2.0,3.0
1302489,5.0,2.0,3.0
1302503,4.0,2.0,3.0
1302514,12.0,1.0,0.0
1302525,5.0,1.0,3.0
1302537,4.0,2.0,3.0
1302549,4.0,2.0,4.0
1302563,3.0,0.0,4.0
1302578,3.0,0.0,3.0
1302593,4.0,0.0,3.0
1302628,4.0,5.0,3.0
1302642,25.0,0.0,0.0
1302657,7.0,1.0,2.0
1302690,3.0,5.0,3.0
1302704,4.0,1.0,3.0
1302719,3.0,1.0,4.0
1302753,6.0,12.0,3.0
1302767,4.0,1.0,3.0
1302782,7.0,3.0,2.0
1302815,4.0,5.0,3.0
1302829,4.0,0.0,4.0
1302844,3.0,1.0,3.0
1302877,8.0,5.0,2.0
1302891,4.0,0.0,3.0
1302906,3.0,1.0,3.0
1302939,3.0,5.0,3.0
1302953,5.0,1.0,3.0
1302968,3.0,1.0,3.0
1303001,3.0,4.0,4.0
1303015,3.0,0.0,4.0
1303030,3.0,0.0,3.0
1303043,4.0,1.0,3.0
1303070,6.0,0.0,3.0
1303081,5.0,0.0,3.0
1303092,5.0,3.0,2.0
1303099,6.0,1.0,2.0
1303110,3.0,1.0,3.0
1303121,5.0,0.0,3.0
1303128,3.0,1.0,3.0
1303142,4.0,1.0,3.0
1303157,4.0,2.0,3.0
1303171,7.0,1.0,2.0
1303182,5.0,1.0,3.0
1303193,4.0,1.0,3.0
1303205,9.0,2.0,2.0
1303217,5.0,2.0,3.0
1303231,4.0,1.0,3.0
1303246,3.0,1.0,3.0
1303261,3.0,1.0,3.0
1303296,4.0,5.0,4.0
1303310,4.0,1.0,3.0
1303325,4.0,1.0,3.0
1303358,4.0,5.0,3.0
1303372,4.0,0.0,3.0
1303387,3.0,1.0,3.0
1303421,5.0,12.0,3.0
1303435,3.0,0.0,4.0
1303450,3.0,3.0,3.0
1303483,4.0,5.0,5.0
1303497,3.0,0.0,4.0
1303512,3.0,1.0,4.0
1303545,4.0,5.0,3.0
1303559,3.0,1.0,3.0
1303574,4.0,1.0,3.0
1303607,3.0,5.0,3.0
1303621,3.0,1.0,3.0
1303636,4.0,1.0,3.0
1303669,4.0,4.0,3.0
1303683,3.0,0.0,4.0
1303698,3.0,1.0,3.0
1303711,6.0,1.0,2.0
1303738,5.0,1.0,3.0
1303749,4.0,0.0,3.0
1303760,5.0,2.0,3.0
1303767,6.0,0.0,3.0
1303778,9.0,0.0,3.0
1303789,3.0,0.0,3.0
1303796,4.0,0.0,3.0
1303810,4.0,2.0,3.0
1303825,4.0,2.0,3.0
1303839,4.0,1.0,3.0
1303850,4.0,1.0,3.0
1303861,4.0,1.0,3.0
1303873,5.0,1.0,3.0
1303885,3.0,2.0,4.0
1303899,4.0,0.0,3.0
1303914,3.0,1.0,3.0
1303929,3.0,0.0,3.0
1303964,4.0,5.0,4.0
1303978,3.0,0.0,4.0
1303993,2.0,1.0,4.0
1304026,4.0,5.0,3.0
1304040,3.0,1.0,3.0
1304055,3.0,1.0,3.0
1304089,5.0,13.0,2.0
1304103,4.0,0.0,3.0
1304118,3.0,2.0,3.0
1304151,4.0,5.0,3.0
1304165,4.0,0.0,4.0
1304180,3.0,1.0,4.0
1304213,5.0,5.0,3.0
1304227,3.0,0.0,4.0
1304242,2.0,1.0,4.0
1304275,3.0,5.0,4.0
1304289,6.0,0.0,3.0
1304304,3.0,2.0,3.0
1304337,3.0,5.0,3.0
1304351,3.0,0.0,3.0
1304366,3.0,1.0,3.0
1304379,3.0,1.0,3.0
1304406,5.0,1.0,3.0
1304417,4.0,1.0,2.0
1304428,4.0,3.0,3.0
1304435,4.0,1.0,3.0
1304446,3.0,1.0,3.0
1304457,3.0,0.0,3.0
1304464,4.0,0.0,3.0
1304478,3.0,2.0,3.0
1304493,4.0,2.0,3.0
1304507,4.0,1.0,3.0
1304518,4.0,2.0,3.0
1304529,5.0,2.0,3.0
1304541,4.0,2.0,3.0
1304553,4.0,2.0,3.0
1304567,13.0,0.0,3.0
1304582,3.0,1.0,2.0
1304597,3.0,0.0,4.0
1304632,3.0,5.0,4.0
1304646,4.0,1.0,3.0
1304661,3.0,2.0,3.0
1304694,4.0,5.0,3.0
1304708,3.0,0.0,4.0
1304723,5.0,1.0,3.0
1304757,4.0,13.0,3.0
1304771,4.0,1.0,3.0
1304786,3.0,2.0,3.0
1304819,4.0,5.0,3.0
1304833,4.0,1.0,3.0
1304848,4.0,1.0,3.0
1304881,3.0,5.0,3.0
1304895,4.0,1.0,3.0
1304910,3.0,2.0,3.0
1304943,2.0,4.0,4.0
1304957,3.0,0.0,3.0
1304972,3.0,1.0,3.0
1305005,4.0,5.0,3.0
1305019,3.0,0.0,4.0
1305034,3.0,1.0,3.0
1305047,3.0,1.0,3.0
1305074,4.0,1.0,3.0
1305085,9.0,0.0,3.0
1305096,3.0,3.0,3.0
1305103,4.0,1.0,3.0
1305114,4.0,1.0,3.0
1305125,3.0,0.0,3.0
1305132,3.0,1.0,3.0
1305146,5.0,2.0,2.0
1305161,4.0,2.0,3.0
1305175,4.0,1.0,3.0
1305186,18.0,1.0,0.0
1305197,5.0,1.0,3.0
1305209,4.0,2.0,3.0
1305221,4.0,3.0,3.0
1305235,3.0,1.0,3.0
1305250,3.0,0.0,3.0
1305265,3.0,0.0,3.0
1305300,5.0,5.0,3.0
1305314,3.0,0.0,4.0
1305329,3.0,1.0,3.0
1305362,3.0,4.0,4.0
1305376,4.0,0.0,3.0
1305391,3.0,1.0,3.0
1305425,4.0,13.0,3.0
1305439,4.0,0.0,3.0
1305454,3.0,3.0,3.0
1305487,3.0,5.0,4.0
1305501,3.0,1.0,3.0
1305516,3.0,1.0,3.0
1305549,4.0,5.0,3.0
1305563,2.0,0.0,4.0
1305578,4.0,1.0,3.0
1305611,4.0,5.0,3.0
1305625,3.0,1.0,3.0
1305640,3.0,1.0,3.0
1305673,3.0,5.0,3.0
1305687,4.0,0.0,3.0
1305702,4.0,0.0,3.0
1305715,5.0,1.0,3.0
1305742,4.0,0.0,3.0
1305753,5.0,0.0,3.0
1305764,4.0,3.0,3.0
1305771,7.0,1.0,3.0
1305782,3.0,1.0,3.0
1305793,4.0,0.0,3.0
1305800,3.0,1.0,3.0
1305814,3.0,2.0,3.0
1305829,4.0,2.0,3.0
1305843,4.0,1.0,3.0
1305854,4.0,2.0,3.0
1305865,16.0,1.0,3.0
1305877,3.0,2.0,3.0
1305889,4.0,2.0,4.0
1305903,4.0,0.0,3.0
1305918,7.0,1.0,3.0
1305933,3.0,1.0,2.0
1305968,3.0,5.0,4.0
1305982,3.0,0.0,4.0
1305997,2.0,2.0,3.0
1306030,3.0,5.0,3.0
1306044,4.0,1.0,3.0
1306059,5.0,1.0,2.0
1306093,6.0,12.0,3.0
1306107,4.0,0.0,3.0
1306122,3.0,2.0,3.0
1306155,4.0,5.0,3.0
1306169,3.0,1.0,3.0
1306184,5.0,1.0,3.0
1306217,8.0,5.0,2.0
1306231,5.0,0.0,3.0
1306246,4.0,1.0,3.0
1306279,6.0,5.0,3.0
1306293,5.0,1.0,2.0
1306308,5.0,1.0,2.0
1306341,8.0,5.0,2.0
1306355,5.0,0.0,3.0
1306370,5.0,1.0,2.0
1306383,5.0,1.0,2.0
1306410,7.0,1.0,2.0
1306421,6.0,0.0,3.0
1306432,12.0,2.0,2.0
1306439,6.0,0.0,3.0
1306450,6.0,0.0,3.0
1306461,7.0,0.0,2.0
1306468,5.0,1.0,2.0
1306482,5.0,2.0,3.0
1306497,5.0,2.0,3.0
1306511,5.0,1.0,3.0
1306522,4.0,1.0,3.0
1306533,5.0,1.0,3.0
1306545,5.0,1.0,3.0
1306557,5.0,2.0,3.0
1306571,4.0,1.0,2.0
1306586,4.0,0.0,3.0
1306601,3.0,0.0,3.0
1306636,5.0,5.0,3.0
1306650,4.0,1.0,3.0
1306665,3.0,2.0,3.0
1306698,4.0,5.0,4.0
1306712,4.0,1.0,3.0
1306727,4.0,1.0,3.0
1306761,4.0,13.0,3.0
1306775,4.0,1.0,3.0
1306790,3.0,3.0,3.0
1306823,4.0,5.0,4.0
1306837,3.0,0.0,4.0
1306852,2.0,1.0,3.0
1306885,3.0,5.0,3.0
1306899,3.0,0.0,4.0
1306914,3.0,1.0,3.0
1306947,3.0,4.0,4.0
1306961,2.0,0.0,4.0
1306976,4.0,1.0,3.0
1307009,4.0,5.0,3.0
1307023,3.0,0.0,4.0
1307038,4.0,0.0,3.0
1307051,4.0,1.0,3.0
1307078,5.0,1.0,2.0
1307089,7.0,0.0,2.0
1307100,4.0,2.0,3.0
1307107,4.0,1.0,2.0
1307118,3.0,0.0,3.0
1307129,3.0,0.0,4.0
1307136,4.0,0.0,3.0
1307150,5.0,2.0,2.0
1307165,4.0,2.0,3.0
1307179,3.0,1.0,3.0
1307190,5.0,2.0,2.0
1307201,4.0,1.0,3.0
1307213,5.0,2.0,3.0
1307225,5.0,2.0,3.0
1307239,4.0,0.0,3.0
1307254,3.0,1.0,3.0
1307269,3.0,0.0,3.0
1307304,3.0,5.0,4.0
1307318,3.0,0.0,3.0
1307333,3.0,1.0,3.0
1307366,3.0,5.0,4.0
1307380,4.0,1.0,3.0
1307395,4.0,1.0,3.0
1307429,4.0,13.0,3.0
1307443,4.0,0.0,3.0
1307458,3.0,3.0,3.0
1307491,3.0,5.0,5.0
1307505,3.0,1.0,3.0
